TITLE	AUTHOR	SERIES	GENRE	PUBLISHER
Gespensterjagd	Ewers Horst Gehrmann	Perry Rhodan	scifi	Pabel-Moewig
Die Zeit mutiert	Vlcek Ernst	Perry Rhodan	scifi	Pabel-Moewig
Gucky, der Meisterdieb	Darlton Clark	Perry Rhodan	scifi	Pabel-Moewig
Planet im Hyperraum	Voltz William	Perry Rhodan	scifi	Pabel-Moewig
Der Mann aus dem Eis	Voltz William	Perry Rhodan	scifi	Pabel-Moewig
Rebellion der Cynos	Ewers Horst Gehrmann	Perry Rhodan	scifi	Pabel-Moewig
Das Korps der Cappins	Ewers Horst Gehrmann	Perry Rhodan	scifi	Pabel-Moewig
Die Stimmen der Qual	Vlcek Ernst	Perry Rhodan	scifi	Pabel-Moewig
Raumschiff der Besessenen	Vlcek Ernst	Perry Rhodan	scifi	Pabel-Moewig
Die Stunde des Symbionten	Mahr Kurt	Perry Rhodan	scifi	Pabel-Moewig
Die Lady und der Barbar	Kneifel Hans	Perry Rhodan	scifi	Pabel-Moewig
Das Himmelsmetall	Darlton Clark	Perry Rhodan	scifi	Pabel-Moewig
Stadt im Lavameer	Francis Hans Gerhard	Perry Rhodan	scifi	Pabel-Moewig
Ein Mutant verschwindet	Voltz William	Perry Rhodan	scifi	Pabel-Moewig
Ein Mutant wird gejagt	Voltz William	Perry Rhodan	scifi	Pabel-Moewig
Im Labyrinth der Toten	Ewers Horst Gehrmann	Perry Rhodan	scifi	Pabel-Moewig
Die Psycho-Vampire	Vlcek Ernst	Perry Rhodan	scifi	Pabel-Moewig
Die Zeitritter	Darlton Clark	Perry Rhodan	scifi	Pabel-Moewig
Die Geistermutanten	Mahr Kurt	Perry Rhodan	scifi	Pabel-Moewig
Die Mutantenfänger	Kneifel Hans	Perry Rhodan	scifi	Pabel-Moewig
Der Ara und die Verzweifelten	Voltz William	Perry Rhodan	scifi	Pabel-Moewig
Der Mutantenplan	Francis Hans Gerhard	Perry Rhodan	scifi	Pabel-Moewig
Das Doppelspiel des Arkoniden	Voltz William	Perry Rhodan	scifi	Pabel-Moewig
Der Riese aus dem All	Mahr Kurt	Perry Rhodan	scifi	Pabel-Moewig
Die Flotte der Retter	Kneifel Hans	Perry Rhodan	scifi	Pabel-Moewig
Die Überlebensspezialisten	Ewers Horst Gehrmann	Perry Rhodan	scifi	Pabel-Moewig
Station der Gegenwelt	Ewers Horst Gehrmann	Perry Rhodan	scifi	Pabel-Moewig
Flugziel unbekannt	Darlton Clark	Perry Rhodan	scifi	Pabel-Moewig
Die Paradox-Intelligenz	Vlcek Ernst	Perry Rhodan	scifi	Pabel-Moewig
Eine Welt in Trümmern	Vlcek Ernst	Perry Rhodan	scifi	Pabel-Moewig
Der Metapsychische Krieg	Darlton Clark	Perry Rhodan	scifi	Pabel-Moewig
Der Kampf der Paramags	Francis Hans Gerhard	Perry Rhodan	scifi	Pabel-Moewig
Die Antimaterie-Gefahr	Kneifel Hans	Perry Rhodan	scifi	Pabel-Moewig
Planetoid im Hypersturm	Ewers Horst Gehrmann	Perry Rhodan	scifi	Pabel-Moewig
Das letzte Asyl	Vlcek Ernst	Perry Rhodan	scifi	Pabel-Moewig
Die Para-Bank	Voltz William	Perry Rhodan	scifi	Pabel-Moewig
Tag der Entscheidung	Mahr Kurt	Perry Rhodan	scifi	Pabel-Moewig
Die unsichtbare Grenze	Mahr Kurt	Perry Rhodan	scifi	Pabel-Moewig
Die falschen Mutanten	Voltz William	Perry Rhodan	scifi	Pabel-Moewig
Der Sprung nach Luna	Darlton Clark	Perry Rhodan	scifi	Pabel-Moewig
Planet der Ritterspiele	Ewers Horst Gehrmann	Perry Rhodan	scifi	Pabel-Moewig
Triumph der Gewalt	Vlcek Ernst	Perry Rhodan	scifi	Pabel-Moewig
Sprung nach GALAX-Zero	Kneifel Hans	Perry Rhodan	scifi	Pabel-Moewig
Marathon der Raumschiffe	Mahr Kurt	Perry Rhodan	scifi	Pabel-Moewig
Arena Eiswelt	Voltz William	Perry Rhodan	scifi	Pabel-Moewig
Auf den Spuren der PAD	Darlton Clark	Perry Rhodan	scifi	Pabel-Moewig
Operation Sternstunde	Ewers Horst Gehrmann	Perry Rhodan	scifi	Pabel-Moewig
Pilgerflug nach Terra	Vlcek Ernst	Perry Rhodan	scifi	Pabel-Moewig
Brennpunkt Medo-Center	Kneifel Hans	Perry Rhodan	scifi	Pabel-Moewig
Galaxis am Abgrund	Francis Hans Gerhard	Perry Rhodan	scifi	Pabel-Moewig
Geißel der Menschheit	Mahr Kurt	Perry Rhodan	scifi	Pabel-Moewig
Flugziel Andromeda	Voltz William	Perry Rhodan	scifi	Pabel-Moewig
Gefahr für Andromeda	Voltz William	Perry Rhodan	scifi	Pabel-Moewig
Die Andro-Pest	Ewers Horst Gehrmann	Perry Rhodan	scifi	Pabel-Moewig
Der Kampf um die Positronik	Darlton Clark	Perry Rhodan	scifi	Pabel-Moewig
Zweikampf der Immunen	Kneifel Hans	Perry Rhodan	scifi	Pabel-Moewig
Jagd nach der Zeitmaschine	Mahr Kurt	Perry Rhodan	scifi	Pabel-Moewig
Reise durch den Zeitstrom	Vlcek Ernst	Perry Rhodan	scifi	Pabel-Moewig
Die Zeitkorrektur	Ewers Horst Gehrmann	Perry Rhodan	scifi	Pabel-Moewig
Gehirn in Fesseln	Kneifel Hans	Perry Rhodan	scifi	Pabel-Moewig
Markt der Gehirne	Voltz William	Perry Rhodan	scifi	Pabel-Moewig
In den Katakomben von Nopaloor	Darlton Clark	Perry Rhodan	scifi	Pabel-Moewig
Die Nullzeit-Brücke	Francis Hans Gerhard	Perry Rhodan	scifi	Pabel-Moewig
Kampf der Gehirne	Mahr Kurt	Perry Rhodan	scifi	Pabel-Moewig
Die Hölle von Maczadosch	Vlcek Ernst	Perry Rhodan	scifi	Pabel-Moewig
Der Ceynach-Jäger	Voltz William	Perry Rhodan	scifi	Pabel-Moewig
Im Nachtclub der Vampire	Helmut Rellergerd	John Sinclair	horror	Bastei
Die Totenkopf-Insel	Helmut Rellergerd	John Sinclair	horror	Bastei
Achterbahn ins Jenseits	Helmut Rellergerd	John Sinclair	horror	Bastei
Damona, Dienerin des Satans	Helmut Rellergerd	John Sinclair	horror	Bastei
Der Mörder mit dem Januskopf	Helmut Rellergerd	John Sinclair	horror	Bastei
Schach mit dem Dämon	Helmut Rellergerd	John Sinclair	horror	Bastei
Das Horror-Schloß im Spessart	Helmut Rellergerd	John Sinclair	horror	Bastei
Der Vulkan-Teufel von Hawaii	Fritz Tenkrat	John Sinclair	horror	Bastei
Der endlose Tod	Fritz Tenkrat	John Sinclair	horror	Bastei
Der Irre mit der Teufelsgeige	Helmut Rellergerd	John Sinclair	horror	Bastei
Lebendig begraben	Helmut Rellergerd	John Sinclair	horror	Bastei
Geister-Roulett	Helmut Rellergerd	John Sinclair	horror	Bastei
Der schwarze Henker	Helmut Rellergerd	John Sinclair	horror	Bastei
Der siebenarmige Tod	Fritz Tenkrat	John Sinclair	horror	Bastei
Das Mädchen von Atlantis	Helmut Rellergerd	John Sinclair	horror	Bastei
Das Dämonenauge	Helmut Rellergerd	John Sinclair	horror	Bastei
Im Landhaus der Schrecken	Fritz Tenkrat	John Sinclair	horror	Bastei
Anruf aus dem Jenseits	Helmut Rellergerd	John Sinclair	horror	Bastei
Die Hexe von Java	Helmut Rellergerd	John Sinclair	horror	Bastei
Der unheimliche Mönch	Helmut Rellergerd	John Sinclair	horror	Bastei
Das Geheimnis des Spiegels	Fritz Tenkrat	John Sinclair	horror	Bastei
Maringo, der Höllenreiter	Helmut Rellergerd	John Sinclair	horror	Bastei
Insel der Seelenlosen	Fritz Tenkrat	John Sinclair	horror	Bastei
Die Rückkehr des Rächers	Helmut Rellergerd	John Sinclair	horror	Bastei
Hexentanz	Fritz Tenkrat	John Sinclair	horror	Bastei
Teufelstrank um Mitternacht	Helmut Rellergerd	John Sinclair	horror	Bastei
Der Turm der 1000 Schrecken	Fritz Tenkrat	John Sinclair	horror	Bastei
Der Pfähler	Helmut Rellergerd	John Sinclair	horror	Bastei
Dracula gibt sich die Ehre	Helmut Rellergerd	John Sinclair	horror	Bastei
Die Vampirfalle	Helmut Rellergerd	John Sinclair	horror	Bastei
Panik in Tokio	Walter Appel	John Sinclair	horror	Bastei
Die Horror-Reiter	Helmut Rellergerd	John Sinclair	horror	Bastei
Das Todesmoor	Fritz Tenkrat	John Sinclair	horror	Bastei
Die Ameisen greifen an	Helmut Rellergerd	John Sinclair	horror	Bastei
Das Amulett des Sonnengottes	Richard Wunderer	John Sinclair	horror	Bastei
Der Totenbeschwörer	Helmut Rellergerd	John Sinclair	horror	Bastei
Der Vampir von Manhattan	Walter Appel	John Sinclair	horror	Bastei
Das Trio des Teufels	Helmut Rellergerd	John Sinclair	horror	Bastei
Die Werwölfe von Wien	Fritz Tenkrat	John Sinclair	horror	Bastei
Die Dämonenschmiede	Richard Wunderer	John Sinclair	horror	Bastei
Das Grauen an der Themse	Richard Wunderer	John Sinclair	horror	Bastei
Der Gelbe Satan	Helmut Rellergerd	John Sinclair	horror	Bastei
Assungas Zaubermantel	Helmut Rellergerd	John Sinclair	horror	Bastei
Draculas Blutgemach	Helmut Rellergerd	John Sinclair	horror	Bastei
Die Nacht der bösen Frauen	Helmut Rellergerd	John Sinclair	horror	Bastei
Die Insel des Kopfjägers	Helmut Rellergerd	John Sinclair	horror	Bastei
Der Pestbringer	Helmut Rellergerd	John Sinclair	horror	Bastei
Schrei nach dem Satan	Helmut Rellergerd	John Sinclair	horror	Bastei
Geheimbund Dunkler Gral	Helmut Rellergerd	John Sinclair	horror	Bastei
Verliebt in eine Tote	Helmut Rellergerd	John Sinclair	horror	Bastei
Das Seelenschwert	Helmut Rellergerd	John Sinclair	horror	Bastei
Die Mafia lädt zum Sterben ein	Jerry Cotton	Jerry Cotton	krimi	Bastei
Das Haus der 1000 Augen	Jerry Cotton	Jerry Cotton	krimi	Bastei
Mit Blut bezahlt	Jerry Cotton	Jerry Cotton	krimi	Bastei
Verwischte Spuren	Jerry Cotton	Jerry Cotton	krimi	Bastei
Bomben aus dem Jenseits	Jerry Cotton	Jerry Cotton	krimi	Bastei
Tödliche Verstrickungen	Jerry Cotton	Jerry Cotton	krimi	Bastei
Der Feind im Dunklen	Jerry Cotton	Jerry Cotton	krimi	Bastei
Mord per Inserat	Jerry Cotton	Jerry Cotton	krimi	Bastei
Mord gehört nicht zum Geschäft	Jerry Cotton	Jerry Cotton	krimi	Bastei
Ein Erpresser zu viel	Jerry Cotton	Jerry Cotton	krimi	Bastei
Bankraub mit Knalleffekt	Jerry Cotton	Jerry Cotton	krimi	Bastei
Millionäre sterben anders	Jerry Cotton	Jerry Cotton	krimi	Bastei
Tauchen in den Tod	Jerry Cotton	Jerry Cotton	krimi	Bastei
Der geheimnisvolle Coup	Jerry Cotton	Jerry Cotton	krimi	Bastei
Die Beute für den Boss	Jerry Cotton	Jerry Cotton	krimi	Bastei
Wir saßen auf dem Pulverfass	Jerry Cotton	Jerry Cotton	krimi	Bastei
Der letzte Vorhang fällt	Jerry Cotton	Jerry Cotton	krimi	Bastei
Tote sterben später	Jerry Cotton	Jerry Cotton	krimi	Bastei
Entführung war nicht eingeplant	Jerry Cotton	Jerry Cotton	krimi	Bastei
Heiße Juwelen	Jerry Cotton	Jerry Cotton	krimi	Bastei
Der Tod an Bord	Jerry Cotton	Jerry Cotton	krimi	Bastei
Gastspiel des Todes	Jerry Cotton	Jerry Cotton	krimi	Bastei
Tödlicher Schnee	Jerry Cotton	Jerry Cotton	krimi	Bastei
24 Stunden für McKing	Jerry Cotton	Jerry Cotton	krimi	Bastei
Der Tod im Fernsehstudio	Jerry Cotton	Jerry Cotton	krimi	Bastei
Der Feind im Dunkeln	Jerry Cotton	Jerry Cotton	krimi	Bastei
Der Tod für 20 Dollar	Jerry Cotton	Jerry Cotton	krimi	Bastei
Mordnacht in Manhattan	Jerry Cotton	Jerry Cotton	krimi	Bastei
Ein teuflischer Plan	Jerry Cotton	Jerry Cotton	krimi	Bastei
Mordsaison	Jerry Cotton	Jerry Cotton	krimi	Bastei
Infight mit dem FBI	Jerry Cotton	Jerry Cotton	krimi	Bastei
Der eiskalte Tod	Jerry Cotton	Jerry Cotton	krimi	Bastei
Heroin auf nackter Haut	Jerry Cotton	Jerry Cotton	krimi	Bastei
Klinik der grausamen Frauen	Jerry Cotton	Jerry Cotton	krimi	Bastei
Wild wie eine Harlem-Katze	Jerry Cotton	Jerry Cotton	krimi	Bastei
Du musst sterben, Lady!	Jerry Cotton	Jerry Cotton	krimi	Bastei
Die Florida-Killer	Jerry Cotton	Jerry Cotton	krimi	Bastei
In der siebten Hölle	Jerry Cotton	Jerry Cotton	krimi	Bastei
Das siebte Opfer	Jerry Cotton	Jerry Cotton	krimi	Bastei
Todesspur der Rache	Jerry Cotton	Jerry Cotton	krimi	Bastei
Blutgeld	Jerry Cotton	Jerry Cotton	krimi	Bastei
Der Boss, den keiner kannte	Jerry Cotton	Jerry Cotton	krimi	Bastei
Duell mit dem Ceynach	Horst Gehrmann Ewers	Perry Rhodan	scifi	Pabel-Moewig
Das Erbe der Yulocs	Clark Darlton	Perry Rhodan	scifi	Pabel-Moewig
Die fliegenden Städte	Hans Kneifel	Perry Rhodan	scifi	Pabel-Moewig
Ruf aus der Unendlichkeit	Hans Gerhard Francis	Perry Rhodan	scifi	Pabel-Moewig
Die psionische Jagd	Kurt Mahr	Perry Rhodan	scifi	Pabel-Moewig
Aufstand der Mucton-Yul	Horst Gehrmann Ewers	Perry Rhodan	scifi	Pabel-Moewig
Das steinerne Gehirn	William Voltz	Perry Rhodan	scifi	Pabel-Moewig
Der Raytscha stirbt	Hans Gerhard Francis	Perry Rhodan	scifi	Pabel-Moewig
Der Fremde von Catron	Hans Kneifel	Perry Rhodan	scifi	Pabel-Moewig
Der Konterplan	Ernst Vlcek	Perry Rhodan	scifi	Pabel-Moewig
Der Tod des Großadministrators	Kurt Mahr	Perry Rhodan	scifi	Pabel-Moewig
Das verrückte Gehirn	William Voltz	Perry Rhodan	scifi	Pabel-Moewig
Das Geisterspiel	Horst Gehrmann Ewers	Perry Rhodan	scifi	Pabel-Moewig
Die Flotte der Selbstmörder	Hans Gerhard Francis	Perry Rhodan	scifi	Pabel-Moewig
Planet der stillen Wächter	Ernst Vlcek	Perry Rhodan	scifi	Pabel-Moewig
Goliath aus der Vergangenheit	Hans Kneifel	Perry Rhodan	scifi	Pabel-Moewig
Die Catron-Ader	Kurt Mahr	Perry Rhodan	scifi	Pabel-Moewig
Kontakte mit der Ewigkeit	William Voltz	Perry Rhodan	scifi	Pabel-Moewig
Intrigen auf Payntec	Horst Gehrmann Ewers	Perry Rhodan	scifi	Pabel-Moewig
Der Kampf mit dem Yuloc	Clark Darlton	Perry Rhodan	scifi	Pabel-Moewig
Schach der Finsternis	Kurt Mahr	Perry Rhodan	scifi	Pabel-Moewig
Der Champagner-Pakt	None None	Julia Collection	liebes	Cora
Wem gehört nur dein Herz?	None None	Julia Extra	liebes	Cora
Heißes Happy End in Griechenland	Natasha Oakley	Julia Extra	liebes	Cora
Ein Milliardär verschenkt sein Herz	Jackie Brown	Julia Extra	liebes	Cora
Auf der Jacht des italienischen Millionärs	Sabrina Philips	Julia Extra	liebes	Cora
Sag Ja, ich will!	Stacy Connelly	Julia Extra	liebes	Cora
Verführt am Valentinstag?	Brenda Jackson	Julia Extra	liebes	Cora
Geküsst von einem Scheich	Lynn Raye Harris	Julia Extra	liebes	Cora
Keine Chance für die Liebe?	Charlotte Mortimer	Julia Extra	liebes	Cora
Vorsicht, Herzensbrecher!	Lindsay Armstrong	Julia Extra	liebes	Cora
Der Milliardär und das Zimmermädchen	Lynne Graham	Julia Extra	liebes	Cora
Die Schöne und der Scheich	Maisey Yates	Julia Extra	liebes	Cora
Ja, ich will – ein Date mit dir!	Susan Mallery	Julia Extra	liebes	Cora
Mit Prinz Charming auf dem Traumschiff	Fiona McArthur	Julia Extra	liebes	Cora
Sommerhimmel für zwei	Stephanie Bond	Julia Extra	liebes	Cora
Das Glück trägt wieder deinen Namen	Leah Ashton	Julia Extra	liebes	Cora
So schön und doch so kalt?	Kim Lawrence	Julia Extra	liebes	Cora
Verlieb dich nicht in deinen Boss!	Emma Darcy	Julia Extra	liebes	Cora
Sag mir: Ist es Liebe?	Lucy Monroe	Julia Extra	liebes	Cora
Alles Lüge! Oder Liebe?	Sophie Pembroke	Julia Extra	liebes	Cora
Eine Nacht, ein Jahr – ein Leben?	Jennifer Lucas	Julia Extra	liebes	Cora
Gerettet von einem Traumprinzen	Winters Rebecca	Julia Extra	liebes	Cora
Liebessommer auf Sizilien	Smart Michelle	Julia Extra	liebes	Cora
Verführt von einem Playboy-Scheich	Harris Lynn Raye	Julia Extra	liebes	Cora
Verführt von einem italienischen Playboy	Kenny Janette	Julia Extra	liebes	Cora
Der falsche Verlobte – der richtige Mann?	Graham Lynne	Julia Extra	liebes	Cora
Wenn ein Milliardär dich begehrt	Kendrick Sharon	Julia Extra	liebes	Cora
Das heiße Herz der Wüstenprinzessin	Marinelli Carol	Julia Extra	liebes	Cora
Was schenkt man einem Millionär?	Gordon Lucy	Julia Extra	liebes	Cora
Im Bann des griechischen Milliardärs	Kendrick Sharon	Julia Extra	liebes	Cora
Küsse – heißer als Wüstenwind	Marinelli Carol	Julia Extra	liebes	Cora
